PaperID,PaperTitle,PublicationDate,PaperLocated,DOI,#Citation,#Reference,#Existed Reference,#Not in RG List
1733297,A comment on black hole state counting in loop quantum gravity | Request PDF,08-Jun,arXiv,,1 ,11,5,6
1733298,(PDF) A Novel Quantum Transition in a Fully Frustrated Transverse Ising Antiferromagnet,08-May,Journal of Physics Conference Series 143(1),10.1088/1742-6596/143/1/012013,4 ,8,6,2
1733299,(PDF) Prospects for detection of the lunar Cerenkov emission by the UHE Cosmic Rays and Neutrinos using the GMRT and the Ooty Radio Telescope,08-Jun,arXiv,,2 ,40,24,45
1733300,"Nickel-based phosphide superconductor with infinite-layer structure, BaNi2P2 | Request PDF",08-Jul,Solid State Communications 147(3-4):111-113,10.1016/j.ssc.2008.05.010,108 ,27,19,8
1733301,(PDF) Gravitational instabilities in Kerr spacetimes,08-Dec,Classical and Quantum Gravity 25(24):245012,10.1088/0264-9381/25/24/245012,48 ,40,15,0
1733302,TeV Gamma Ray Emission from Cen X-3 | Request PDF,Jul-99,arXiv,,0 ,13,0,13
1733303,The energy spectra of TeV sources measured with the Durham Mark 6 Telescope | Request PDF,Jul-99,arXiv,,0 ,10,0,10
1733304,Geomagnetic Effects on the Performance of Atmospheric Cerenkov Telescopes | Request PDF,Jul-99,arXiv,,1 ,5,0,5
1733305,The three burials of Melquiades DGP | Request PDF,08-Feb,Progress of Theoretical Physics Supplement 172(172),10.1143/PTPS.172.71,11 ,53,30,23
1733306,(PDF) Complex bodies with memory: Linearized setting,09-Jun,Mathematical Methods in the Applied Sciences 32(9),10.1002/mma.1075,0 ,61,50,11
1733307,"Magneto-optical and micromagnetic simulation study the current driven domain wall motion in ferromagnetic (Ga,Mn)As | Request PDF",08-May,Journal of Magnetism and Magnetic Materials 321(8),10.1016/j.jmmm.2008.03.022,7 ,20,12,8
1733308,A proof of the uniform boundedness of solutions to the wave equation on slowly rotating Kerr backgrounds | Request PDF,08-May,Inventiones mathematicae 185(3),10.1007/s00222-010-0309-0,107 ,64,55,6
1733309,(PDF) FAST TRACK COMMUNICATION: Integrable peakon equations with cubic nonlinearity,08-Sep,Journal of Physics A General Physics 41(37),10.1088/1751-8113/41/37/372002,233 ,41,29,12
1733310,(PDF) Translocation Dynamics with Attractive Nanopore-Polymer Interactions,09-Jan,Physical Review E 78(6 Pt 1):061918,10.1103/PhysRevE.78.061918,42 ,133,90,43
1733311,(PDF) Dynamical Scaling Exponents for Polymer Translocation through a Nanopore,08-Dec,Physical Review E 78(5 Pt 1):050901,10.1103/PhysRevE.78.050901,92 ,50,30,19
1733312,Sensitivity to new physics: a_e vs. a_mu,08-Jun,arXiv,,0 ,17,4,13
1733313,General relativistic treatment of LISA optical links | Request PDF,08-Jun,Classical and Quantum Gravity 25(24),10.1088/0264-9381/25/24/245002,11 ,13,12,1
1733314,Microbial genome as a fluctuating system: Distribution and correlation of coding sequence lengths,08-Jun,arXiv,,2 ,13,13,0
1733315,Modelling the spectral evolution of classical double radio sources | Request PDF,02-Jun,Astronomy and Astrophysics 391(1),10.1051/0004-6361:20020780,47 ,71,31,40
1733316,(PDF) On Two Quantum Approaches to Adaptive Mutations in Bacteria,08-May,NeuroQuantology 7(4),10.14704/nq.2009.7.4.253,16 ,84,53,7
1733317,(PDF) Manifestation of vortex depinning transition in YPrBaCuO,08-Jul,Physics Letters A 372:5089-5092,10.1016/j.physleta.2008.05.073,6 ,20,12,3
1733318,(PDF) Microscopic justification of the Equal Filling approximation,08-Jun,Physical Review C 78(1),10.1103/PhysRevC.78.014304,95 ,26,19,1
1733319,(PDF) Erratum to: Remarks on lines and minimal rational curves,08-Jun,Science in China Series A Mathematics 57(9),10.1007/s11425-009-0038-2,13 ,15,11,3
1733320,A universal inequality between angular momentum and horizon area for axisymmetric and stationary black holes with surrounding matter | Request PDF,08-May,Classical and Quantum Gravity 25(16),10.1088/0264-9381/25/16/162002,50 ,8,4,4
1733321,(PDF) Comprehensive Analysis of Dewetting Profiles to Quantify Hydrodynamic Slip,08-Jun,,10.1007/978-90-481-2626-2_4,7 ,55,31,24
1733322,(PDF) A Novel Attack Strategy on Entanglement Swapping QKD Protocols,08-Aug,International Journal of Quantum Information 6(4):841-858,10.1142/S0219749908003736,9 ,11,11,0
1733323,(PDF) Stratification of Sunspot Umbral Dots from Inversion of Stokes Profiles Recorded by Hinode,08-Jun,The Astrophysical Journal 678(2),10.1086/588636,43 ,36,17,19
1733324,Effect of strong electric fields on ferroelectric and metal-insulator transitions,08-Jun,arXiv,,2 ,10,6,4
1733325,(PDF) Edge disorder induced Anderson localization and conduction gap in graphene nanoribbons,08-Jun,"Physical review. B, Condensed matter 78(16)",10.1103/PhysRevB.78.161407,270 ,53,28,25
1733326,(PDF) Extra charmonium states as bag-quarkonia,08-Jun,arXiv,,2 ,92,46,42
1733327,Chemical Bonding in the Boron Buckyball | Request PDF,08-May,Chemical Physics Letters 461(4-6),10.1016/j.cplett.2008.07.020,48 ,12,9,3
1733328,"Thin discs, thick discs and transition zones",03-May,EAS Publications Series 7:283 - 283,10.1051/eas:2003044,2 ,122,73,49
1733329,Mass Loss From Evolved Stars in Elliptical Galaxies,08-May,The Astrophysical Journal 681(2),10.1086/588033,50 ,63,31,32
1733330,Exact Edgeworth expansion for a L\'{e}vy process,08-Jun,arXiv,,0 ,18,18,0
1733331,On the space of elliptic genera | Request PDF,08-Jun,Communications in Number Theory and Physics 2(4),10.4310/CNTP.2008.v2.n4.a4,19 ,78,53,2
